idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.94426527760483;2.564157035367639,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,9307893073,440,163,47,47,21,32,29,7862373.9,9561,150,13,19,27,0,116,1,49,45,27,38.5,35.5,31,127,72,39,13,11,1
WSG84;48.94444662834285;2.56687518224459,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,9307393078,148,85,22,53,3,15,10,2750027.5,2864,85,0,0,0,0,85,0,55,11,7.5,8.5,4,10,55,33,16,3,0,0
WSG84;48.94462791302323;2.5695933472911405,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,148,43,9,6,10,0,9,2461947.1,2909,43,0,0,0,0,43,0,43,15,7,21,22,10,32,28,11,2,0,0
WSG84;48.94499028420823;2.575029731867606,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,1,0,93073,10,4.5,0,1.1,0.5,4.2,0.3,280032,477.4,0.3,4.2,0.5,1.1,1.8,1.1,0,0,0,0,0.5,0.8,0.3,1.3,1,2.6,2.4,1.1,0
WSG84;48.945171370711435;2.577747951384784,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,57,24,0,7,2,22,2,1619084.3,2068,0,24,5,9,7,3,0,0,3.5,0.5,3,6,3,9,9,14,6,3,0
WSG84;48.945352391154124;2.5804661890461125,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,124,47,5,11,3,43,5,2963169.3,4012,2,45,6,23,10,8,0,0,8,3,11.5,13.5,6,16,27,5,24,10,0
WSG84;48.94553334553564;2.5831844448452217,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,117.5,46,7,13,5,34,2,2891981.2,3673,9,37,8,22,11,4,1,0,1,1,7,9.5,14,14,33,13,19,6,0
WSG84;48.945714233855234;2.585902718775748,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,257.5,90,6,21,14,78,7,6662363.1,7586,10,80,19,41,21,9,0,0,14,5.5,20.5,20.5,24,50,58,27,32,6,0
WSG84;48.94589505611223;2.5886210108313183,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897600E3779000,0,0,93073,214,76,8,12,11,66,9,5392133.5,6772,5,71,17,31,12,16,0,0,12,3,17.5,13.5,19,47,35,31,27,9,0
WSG84;48.946075812305885;2.5913393210055773,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897600E3779200,0,0,9307377514,227.5,79,7,19,14,67,11,5615062.9,7078,5,74,22,21,21,15,0,0,9,8,14.5,31,21,29,54,22,26,13,0
WSG84;48.930770750344124;2.3383369271140046,CRS3035RES1000mN2897000E3760000,CRS3035RES1000mN2897000E3760000,0,0,9303993066,113,44,19,19,7,0,7,1693181.2,2176,44,0,1,43,0,0,0,43,9,3,11,14,5,20,19,9,16,7,0
WSG84;48.930957589140704;2.3410536404725972,CRS3035RES1000mN2897000E3760000,CRS3035RES1000mN2897000E3760000,0,0,9306693039,873,241,166,63,71,0,20,8673979.7,3904,241,0,0,4,0,237,0,195,30,13,74,148,34,67,121,127,105,10,144
WSG84;48.93114436193684;2.3437703725303787,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,36,16,12,6,2,0,5,357440,753,16,0,0,0,0,16,0,16,2,4,4,3,3,5,12,3,0,0,0
WSG84;48.93133106873181;2.34648712328102,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,24,12,2,7,1,0,2,382261.6,452,12,0,5,0,1,6,0,0,1,1,1,1,3,5,4,8,0,0,0
WSG84;48.93151770952483;2.349203892718176,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,1069,479,147,211,38,169,52,20401225.3,23196,463,16,301,13,0,154,11,6,76.5,39,76.5,68,54,361,217,90,72,13,2
WSG84;48.93170428431522;2.3519206808355126,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,309,167,56,89,5,54,23,5720556.3,7234,163,4,155,0,0,12,0,3,18,11.5,20,8.5,18,109,64,26,25,9,0
WSG84;48.93189079310225;2.3546374876266984,CRS3035RES1000mN2897000E3761000,CRS3035RES1000mN2897000E3761000,0,0,93066,710.5,341,99,145,21,112,41,14369349.1,16005,333,8,278,11,6,43,3,4,46,8.5,45.5,37.5,39,250,149,52,59,24,0
WSG84;48.93207723588514;2.3573543130853913,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,453.5,222,59,108,13,99,29,9079600.8,10422,210,12,157,0,30,35,0,0,26,17,27,21.5,19,141,101,42,47,12,0
WSG84;48.932263612663206;2.3600711572052577,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,40,20,1,12,2,0,0,980795.2,1324,20,0,17,0,0,3,0,0,1,0,1,6,2,5,17,8,0,0,0
WSG84;48.932636168201924;2.3655049014031486,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,527.5,201,82,84,33,45,30,8219456.6,10119,186,15,43,72,24,62,0,65,28.5,17.5,42,40.5,46,142,99,36,46,14,16
WSG84;48.93282234696109;2.3682218014684975,CRS3035RES1000mN2897000E3762000,CRS3035RES1000mN2897000E3762000,0,0,93066,864.5,293,95,83,60,34,73,14120356.2,17478,293,0,0,65,0,228,0,212,64.5,30,84,103,72,185,143,92,57,27,7
WSG84;48.933008459712504;2.370938720169666,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,432.5,141,46,40,28,0,29,6821538.4,8610,141,0,0,141,0,0,0,141,30,11,37,64.5,32,77,72,54,44,9,2
WSG84;48.93319450645544;2.3736556575003127,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,1,0,93066,7,2.1,0.9,0.4,0.4,1.1,0.4,125455,146.5,0.9,1.2,1.1,0.2,0.2,0.6,0,0.2,0.2,0.1,0.6,0.8,0.8,1.4,1.6,0.6,0.7,0.2,0
WSG84;48.933380487189176;2.376372613454098,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,203.5,70,12,19,12,47,6,4861203.4,5439,17,53,41,8,12,9,0,0,10,6,10,21.5,15,31,40,28,29,13,0
WSG84;48.933566401912955;2.379089588024682,CRS3035RES1000mN2897000E3763000,CRS3035RES1000mN2897000E3763000,0,0,93066,150.5,56,13,13,5,32,3,3208969.6,4007,14,42,28,17,3,7,1,0,6,3,7,7.5,11,32,29,25,20,10,0
WSG84;48.936347201082;2.419846436287109,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,0,0,93013,221.5,96,25,59,13,15,5,3884060.9,5345,82,14,15,4,77,0,0,76,9.5,6,16,26,10,37,41,24,31,21,0
WSG84;48.93653205954784;2.42256370786396,CRS3035RES1000mN2897000E3766000,CRS3035RES1000mN2897000E3766000,0,0,93013,547,177,46,43,41,62,22,10002845.9,12248,114,63,62,8,96,11,0,93,25.5,29,53,67.5,34,90,127,61,49,11,0
WSG84;48.93671685199136;2.425280997949778,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,565.5,219,55,80,30,114,30,10902888.7,13622,150,69,98,39,41,38,3,18,46.5,19,45,48,31,139,103,58,59,17,0
WSG84;48.93690157841191;2.427998306538214,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,93013,924.5,334,114,104,55,35,64,15050317.7,18054,321,13,33,238,19,44,0,240,57,35,101.5,108.5,64,200.5,181,76,71,26,4
WSG84;48.93708623880872;2.4307156336229276,CRS3035RES1000mN2897000E3767000,CRS3035RES1000mN2897000E3767000,0,0,9301393007,230,91,23,27,9,59,9,5052237.5,6039,55,36,38,36,11,6,0,1,15,8,10,18,18,61,40,28,24,8,0
WSG84;48.93800855041132;2.444302546268421,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,9300793029,52,17,3,6,5,12,1,1000301.9,1389,2,15,8,5,3,1,0,0,1,2,6,3,4,13,6,10,4,3,0
WSG84;48.93819281465051;2.4470199841974694,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,9302993007,287.5,95,19,22,19,74,13,6099519,7239,19,76,35,20,20,20,0,0,12,7,18,27.5,22,58,53,37,29,23,1
WSG84;48.938377012860904;2.449737440578356,CRS3035RES1000mN2897000E3768000,CRS3035RES1000mN2897000E3768000,0,0,9300793029,699,216,49,46,61,160,24,12166728.6,13312,173,43,21,185,4,6,0,1,49,30.5,74.5,78,38,171,138,49,43,28,0
WSG84;48.93856114504178;2.4524549154047346,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897800E3769000,0,0,9300793029,154,52,8,17,9,28,5,3243365.9,4013,7,45,25,17,5,5,0,12,6,8,9,17,11,30,33,15,12,13,0
WSG84;48.938745211192426;2.455172408670245,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897800E3769200,0,0,93007,304,102,31,25,21,66,13,5551942.6,7163,53,49,40,42,14,6,0,0,22.5,13.5,22,39.5,16,67.5,55,33,21,13,1
WSG84;48.93892921131209;2.4578899203685474,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897800E3769400,0,0,93007,305,107,19,32,17,79,7,6394579.4,7854,31,76,56,12,21,18,0,0,17,11,12,31,22,61,65,32,36,18,0
WSG84;48.93911314540008;2.460607450493282,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897800E3769600,0,0,93007,413.5,167,31,57,26,91,16,9352882.9,11286,119,48,33,22,19,93,0,25,22,8,21.5,38,40,73,101,52,36,22,0
WSG84;48.939297013455665;2.463324999038108,CRS3035RES1000mN2897000E3769000,CRS3035RES200mN2897800E3769800,0,0,93007,254,96,10,29,14,81,5,5867605.1,8079,9,87,34,35,19,7,1,0,8,5,14.5,21.5,23,30,55,43,35,19,0
WSG84;48.93948081547813;2.466042565996663,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,330,108,21,22,18,84,10,7257978.5,8453,26,82,37,42,16,13,0,0,16,10,28,24,18,58,86,37,35,18,0
WSG84;48.93966455146675;2.4687601513626056,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,399,127,32,30,27,38,24,7039490,8565,85,42,30,14,6,77,0,73,31.5,21,48,48.5,19,92,77,26,29,7,0
WSG84;48.9398482214208;2.471477755129579,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,0,0,93007,944.5,337,92,107,59,101,58,15766532.7,22036,337,0,0,138,0,199,0,197,66,34,90,96.5,66,209,187,105,68,23,0
WSG84;48.94003182533957;2.474195377291231,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,1,0,9300793005,17.5,5.3,1.5,1.2,1.3,3.8,0.8,326095.9,445.8,1,4.3,0.3,2.8,1.3,0.5,0.4,0,0.7,0.2,1.1,1.2,1.6,3.3,3.5,2.6,2.8,0.5,0
WSG84;48.94021536322234;2.4769130178412078,CRS3035RES1000mN2897000E3770000,CRS3035RES1000mN2897000E3770000,1,0,9300593007,89,26.7,7.5,5.8,6.7,19.2,4.2,1658430.6,2267.2,5,21.7,1.6,14.2,6.7,2.5,1.7,0,3.3,0.8,5.9,6.3,8.4,16.7,17.5,13.4,14.2,2.5,0
WSG84;48.94039883506838;2.479630676773162,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897800E3771000,0,0,93005,287,90,21,21,18,75,7,5760535.2,7117,14,76,9,77,4,0,0,0,16,4,22,44,30,46,59,20,27,18,1
WSG84;48.94058224087698;2.482348354080733,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897800E3771200,0,0,93005,207,95,17,38,8,37,14,4500685.4,6003,55,40,7,29,56,2,1,47,7,5,10,19,11,37,46,22,38,12,0
WSG84;48.94076558064742;2.485066049757572,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897800E3771400,0,0,93005,198,69,4,15,11,58,4,5012195.8,6836,8,61,4,26,23,16,0,0,9,6,15,23,17,29,46,20,25,8,0
WSG84;48.94094885437897;2.487783763797323,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897800E3771600,0,0,93005,243,89,10,22,15,70,6,5796146.8,7449,11,78,29,34,18,7,1,0,7,11,17,19,17,43,50,32,29,18,0
WSG84;48.94113206207092;2.490501496193632,CRS3035RES1000mN2897000E3771000,CRS3035RES200mN2897800E3771800,0,0,93005,226.5,78,8,15,10,65,6,5527651.8,6577,1,77,39,17,16,6,0,0,8,8,18.5,26,18,33,50,21,33,11,0
WSG84;48.94131520372259;2.4932192469401455,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,211.5,79,14,22,9,65,7,4903599,6623,9,70,55,11,6,7,0,0,9,6,14,22,16.5,38,40,35,22,9,0
WSG84;48.94149827933318;2.4959370160305046,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,874,335,63,112,53,59,69,16541176,23992,311,24,21,2,268,41,3,239,42.5,25,70,101.5,64,160,172,101,100,38,0
WSG84;48.941681288902025;2.498654803458363,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,387,134,20,29,24,77,17,8561753.4,9643,53,81,40,15,15,64,0,49,19,14,25,43,32,62,80,50,43,19,0
WSG84;48.941864232428415;2.501372609217353,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,204.5,67,6,10,10,59,7,4971945,6114,2,65,33,13,12,9,0,0,8.5,3,5,20.5,25.5,30,44,30,26,12,0
WSG84;48.94204710991162;2.504090433301125,CRS3035RES1000mN2897000E3772000,CRS3035RES1000mN2897000E3772000,0,0,93005,206.5,76,9,23,12,56,5,4628858.6,6260,7,69,39,10,20,5,2,0,9,3,9,15,21.5,36,39,33,24,16,1
WSG84;48.94222992135089;2.5068082757033237,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93005,157,50,12,10,10,37,3,3058700,3746,11,39,35,8,4,3,0,0,6,5,12,17,10,25,34,19,22,7,0
WSG84;48.94241266674557;2.509526136417588,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,1,0,9300593071,34.5,11.2,3.6,2.6,2.6,3.1,1.5,735989.5,913.9,8.2,3,0.5,0.5,7.1,3.1,0,0,1,1,2.1,3.3,4.6,5.6,8.2,5.1,3.1,0,0.5
WSG84;48.9425953460949;2.512244015437562,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,1,0,9307193005,28,9.1,2.9,2.1,2.1,2.5,1.2,597324.8,741.7,6.6,2.5,0.4,0.4,5.8,2.5,0,0,0.8,0.8,1.7,2.7,3.7,4.6,6.6,4.2,2.5,0,0.4
WSG84;48.94277795939818;2.5149619127568923,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,117,49,11,17,3,35,4,2170886.2,3813,10,39,14,15,17,3,0,0,0,2,5,13,7,13,27,20,16,14,0
WSG84;48.94296050665467;2.5176798283692166,CRS3035RES1000mN2897000E3773000,CRS3035RES1000mN2897000E3773000,0,0,93071,726,224,69,47,48,47,41,11878795.3,14042,178,46,21,61,56,85,1,162,54.5,21,70,71.5,60,134,148,77,68,19,3
WSG84;48.94314298786371;2.5203977622681775,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897800E3774000,0,0,93071,81,25,5,5,6,21,2,1595139.8,1900,0,25,0,23,2,0,0,0,3,3,8,15,3,8,16,8,10,7,0
WSG84;48.943325403024524;2.5231157144474183,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897800E3774200,0,0,93071,398.5,120,30,18,32,97,14,7456384.3,9746,40,80,0,17,90,13,0,5,23,9,40,42.5,32,86,63,44,46,12,1
WSG84;48.94350775213642;2.525833684900577,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897800E3774400,0,0,93071,196,49,9,2,16,46,2,4470510.1,5059,0,49,0,0,0,49,0,0,4,4,11,23,34,23,46,33,15,3,0
WSG84;48.94387225221063;2.531269680603218,CRS3035RES1000mN2897000E3774000,CRS3035RES200mN2897800E3774800,0,0,93071,41,13,2,1,3,9,0,668448.2,875,4,9,5,2,6,0,0,0,2,1,6,1,0,12,5,5,9,0,0
WSG84;48.9440544031715;2.5339877058399796,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,1640,510,154,115,118,16,101,26397634.5,36483,493,17,16,2,484,8,0,1,152.5,68.5,157,200,111,325,333,154,112,21,6
WSG84;48.94423648808058;2.5367057493252196,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,745.5,225,77,43,60,3,42,11103413.1,15409,223,2,0,0,160,65,0,0,64.5,32,72,90,36,166,133,70,61,14,7
WSG84;48.944782346490065;2.5448599892082244,CRS3035RES1000mN2897000E3775000,CRS3035RES1000mN2897000E3775000,0,0,93071,772.5,214,25,25,59,139,21,16604446.9,20420,0,214,0,0,210,4,0,64,37,21,81.5,105,57,107,162,89,91,5,17
WSG84;48.944964167184914;2.547578105623774,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93071,221.5,69,4,6,14,66,8,5259371.4,7013,0,69,0,0,69,0,0,0,17,4,17,21.5,21,34,36,32,31,8,0
WSG84;48.94514592182441;2.5502962402560048,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,9307893071,240,77,10,15,16,62,7,5582776.6,6631,9,68,16,16,29,16,0,0,21,5,12,30,16,47,49,27,24,9,0
WSG84;48.945327610407894;2.553014393098546,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93078,244,86,17,20,13,68,13,5019808.1,6541,12,74,25,26,24,11,0,0,17,11.5,15,26.5,16,42,46,34,21,15,0
WSG84;48.94550923293456;2.555732564145033,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93078,305.5,97,19,27,22,70,4,6189486.4,8014,20,77,35,23,25,12,2,0,14,10,23.5,28,29,50,68,34,38,11,0
WSG84;48.94569078940377;2.5584507533891068,CRS3035RES1000mN2897000E3776000,CRS3035RES1000mN2897000E3776000,0,0,93078,329.5,130,23,51,21,76,15,6741843.7,8485,74,56,47,14,31,38,0,0,33,13,24,22,25.5,72,63,27,35,15,0
WSG84;48.94587227981478;2.5611689608244044,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93078,596,299,70,137,14,88,38,11346560.6,14781,271,28,29,7,17,243,3,0,53,17,30,34,50,203,113,50,34,12,0
WSG84;48.9460537041669;2.5638871864445565,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,9307393078,291,121,20,48,11,43,15,5915129.8,6502,111,10,4,6,62,48,1,1,27.5,7,23,19,20,93,56.5,22,17,6,0
WSG84;48.94623506245938;2.5666054302432073,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,212,101,4,40,4,84,12,5310257.7,8038,101,0,0,0,101,0,0,0,12,6,14,11,11,34,41,12,43,28,0
WSG84;48.94641635469154;2.569323692213986,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,469.5,202,22,77,22,153,19,10588098.4,13896,202,0,0,0,143,58,1,0,34.5,16,30,32,28,122,82,46,57,22,0
WSG84;48.94659758086268;2.5720419723505294,CRS3035RES1000mN2897000E3777000,CRS3035RES1000mN2897000E3777000,0,0,93073,465.5,187,30,58,20,111,36,9927350.4,13941,187,0,0,0,139,48,0,48,23,13,35.5,58,34,78,106,45,52,21,0
WSG84;48.94714086300271;2.5801969216910985,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,32.5,13,0,2,2,13,1,911716.6,1311,0,13,1,2,8,2,0,0,0.5,1,1,1,1,5,3,7,11,2,0
WSG84;48.9473218249226;2.5829152744270503,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,0,0,93073,38,14,0,2,1,14,0,1051200.7,1130,0,14,2,4,7,1,0,0,1,1,1,1,3,7,4,10,8,2,0
WSG84;48.94750272077786;2.585633645296933,CRS3035RES1000mN2897000E3778000,CRS3035RES1000mN2897000E3778000,1,0,93073,28,12.5,0,2.9,1.5,11.8,0.7,784089.5,1336.6,0.7,11.8,1.5,2.9,5.2,2.9,0,0,0,0,1.5,2.2,0.7,3.7,2.9,7.4,6.6,3,0
WSG84;48.947683550567845;2.588352034294387,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897800E3779000,0,0,93073,84,34,4,7,4,25,6,1884650.4,2650,6,28,4,16,12,2,0,0,1,0,7,9,9,10,15,13,15,5,0
WSG84;48.94786431429182;2.591070441413043,CRS3035RES1000mN2897000E3779000,CRS3035RES200mN2897800E3779200,0,0,7751493073,109.5,40,3,11,4,33,0,2810242,3404,2,38,8,16,11,5,0,0,6,0.5,10,12,11,11,27,15,6,11,0
WSG84;48.93255853830724;2.3380590172330744,CRS3035RES1000mN2898000E3760000,CRS3035RES1000mN2898000E3760000,0,0,93039,966,403,98,173,48,80,56,17451151.4,23832,382,21,84,54,200,65,0,270,54,29,76.5,111.5,58,211,190,128,85,22,1
WSG84;48.93274538488141;2.3407758273093724,CRS3035RES1000mN2898000E3760000,CRS3035RES1000mN2898000E3760000,0,0,9306693039,314.5,93,31,17,26,2,21,5068859.8,6757,93,0,1,0,92,0,0,90,31,12,29.5,50.5,19.5,63,52,37,16,4,0
WSG84;48.93293216545246;2.3434926560874576,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,1,0,93066,175.5,80.5,16.3,41.6,4.5,25.3,9,3624424.1,3460.2,79.6,0.9,5.4,1.8,34.4,38.9,0,34.4,11.3,6.3,8.6,15.4,15.4,62.4,40.7,9.1,5.4,0.9,0
WSG84;48.93311888001965;2.346209503560991,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,1,0,93066,8,3.7,0.7,1.9,0.2,1.2,0.4,165215.9,157.7,3.6,0.1,0.2,0.1,1.6,1.8,0,1.6,0.5,0.3,0.4,0.7,0.7,2.8,1.9,0.4,0.3,0,0
WSG84;48.93330552858224;2.3489263697236407,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,695,287,61,99,31,158,31,15568194.2,18325,262,25,115,47,89,36,0,0,42,23,53,50,39,185,129,59,79,36,0
WSG84;48.933492111139515;2.351643254569065,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,1039.5,434,107,158,36,106,76,21014583.4,24559,422,12,90,263,23,58,0,238,52.5,49,80.5,109.5,44,208,244,104,106,34,8
WSG84;48.93367862769073;2.354360158090933,CRS3035RES1000mN2898000E3761000,CRS3035RES1000mN2898000E3761000,0,0,93066,962.5,422,96,176,33,139,64,20259963.7,25248,414,8,213,4,77,125,3,118,63.5,25.5,57.5,64.5,74.5,252,197,98,94,27,9
WSG84;48.93386507823517;2.3570770802828966,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,155.5,62,22,18,8,21,12,2837257.6,3322,60,2,44,1,0,17,0,18,10,2,13,10.5,14,46,34,9,13,4,0
WSG84;48.93405146277209;2.3597940211386303,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,364,111,33,25,27,0,22,5784334.2,8897,110,1,1,0,109,0,1,109,17,15,37,45,35,67,65,51,24,8,0
WSG84;48.93423778130077;2.3625109806517823,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,391.5,125,42,33,26,1,22,5943193.3,8675,125,0,0,0,125,0,0,124,19.5,10,24,41,46,69,81,49,31,6,15
WSG84;48.93442403382048;2.365227958816024,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,115,56,18,24,3,24,7,2065171.5,2583,54,2,25,31,0,0,0,0,4,0,6,3,14,32,27,8,14,7,0
WSG84;48.934610220330484;2.367944955625009,CRS3035RES1000mN2898000E3762000,CRS3035RES1000mN2898000E3762000,0,0,93066,1627.5,534,230,155,102,230,66,23704680.1,26374,533,1,15,282,0,236,1,170,100.5,51,135.5,185,102.5,329,297,190,105,28,104
WSG84;48.93479634083005;2.370661971072401,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763000,0,0,93066,523,180,40,46,29,0,41,8677295.2,10873,180,0,0,0,0,180,0,136,49,23,39.5,54.5,29,145,82,42,47,11,1
WSG84;48.934982395318464;2.3733790051518606,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763200,0,0,93066,138,101,17,75,1,2,11,2742914.8,3000,99,2,36,0,65,0,0,34,6,1,8.5,3.5,2,55,14,9,19,20,0
WSG84;48.935168383794974;2.3760960578570445,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763400,0,0,93066,227,67,18,16,17,43,8,4362987,5137,18,49,36,17,7,6,1,0,8,5,16,23,11,47,43,27,36,11,0
WSG84;48.93535430625888;2.3788131291816117,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898000E3763600,0,0,93066,125.5,39,10,5,8,25,4,2786204.1,2694,9,30,26,4,5,4,0,0,4,3,7.5,14,11,23,20,21,15,7,0
WSG84;48.93795028902109;2.416854079209326,CRS3035RES1000mN2898000E3766000,CRS3035RES1000mN2898000E3766000,1,0,930139303093027,7,2.5,0.2,0.7,0.3,2,0.2,166869.3,191.8,1,1.5,0.8,0.4,1.3,0,0,0,0.4,0.1,0.8,0.4,0.2,2,1.1,1.1,0.7,0.2,0
WSG84;48.93813522120845;2.4195714290635353,CRS3035RES1000mN2898000E3766000,CRS3035RES1000mN2898000E3766000,0,0,9301393030,261,86,19,22,19,6,17,4634455.5,5485,84,2,1,0,72,13,0,72,14,5,24,31,27,60,43,37,15,4,1
WSG84;48.938320087371565;2.4222887974356304,CRS3035RES1000mN2898000E3766000,CRS3035RES1000mN2898000E3766000,1,0,93013,107,38.5,2.8,10.3,4.7,30,3.8,2550716,2931.2,15,23.5,12.2,6.6,19.7,0,0,0,5.6,0.9,12.2,6.6,2.8,31,16.9,16.9,11.3,2.8,0
WSG84;48.9385048875097;2.42500618431926,CRS3035RES1000mN2898000E3767000,CRS3035RES1000mN2898000E3767000,0,0,93013,581.5,240,45,87,30,162,28,12559679.4,15751,190,50,44,25,134,35,2,0,40,24.5,38,44,40,131,99,68,64,33,0
WSG84;48.93868962162216;2.4277235897080836,CRS3035RES1000mN2898000E3767000,CRS3035RES1000mN2898000E3767000,0,0,93013,582.5,209,48,69,32,48,34,10945423.8,14144,196,13,26,20,145,16,2,114,44,19,53.5,74,42,111,123,54,52,10,0
WSG84;48.9388742897082;2.430441013595751,CRS3035RES1000mN2898000E3767000,CRS3035RES1000mN2898000E3767000,0,0,9300793013,589.5,231,66,89,32,120,18,11026047.8,13700,188,43,21,41,156,13,0,0,38.5,28,40,44,39,146,133,53,42,26,0
