idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.8636877115374;2.494054404537812,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889200E3771200,0,0,93064,311.5,110,18,30,22,29,21,6122605.4,7546,98,12,17,40,48,5,0,17,29,14,34,22.5,25,57,68,32,20,10,0
WSG84;48.86387072365132;2.496767943638784,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889200E3771400,0,0,93064,860.5,408,42,165,22,214,78,19626334.4,24811,399,9,10,304,6,88,0,0,61.5,23,60.5,71.5,42,221,167,76,95,43,0
WSG84;48.86405366984143;2.49948150099337,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889200E3771600,0,0,9304993064,287.5,116,19,35,7,61,14,7269321.7,8671,57,59,55,44,4,13,0,29,11,3,16,32.5,25,50,70,38,33,9,0
WSG84;48.86423655010698;2.5021950765952465,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889200E3771800,0,0,93049,285,121,15,39,5,88,8,7718002.6,9291,56,65,67,12,12,30,0,0,14,8,15.5,22,17.5,60,58,50,25,15,0
WSG84;48.864419364447286;2.5049086704380974,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,195.5,79,5,25,8,63,8,5733590.6,6312,31,48,48,23,5,3,0,0,8,5,11,18,13.5,30,40,23,32,15,0
WSG84;48.864602112861604;2.5076222825156056,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,1695.5,517,128,103,119,15,140,28803255,33486,503,14,12,494,4,7,0,488,81.5,55,190.5,245,134.5,295,328,182,134,39,11
WSG84;48.864784795349266;2.510335912821453,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,612.5,213,54,61,43,4,59,10449087.7,13507,213,0,0,186,0,27,0,205,42,21,59,73.5,61,100,131,70,45,10,0
WSG84;48.86569721886229;2.5239043375545713,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,368.5,124,30,24,15,34,26,7488037.9,9202,77,47,5,5,6,108,0,87,20,15,21,54.5,30,58,78,49,33,8,2
WSG84;48.86587950577488;2.526618077097732,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,358,136,15,33,13,117,22,8462182,9930,71,65,14,38,35,49,0,0,22,11,24,41.5,26.5,77,81,28,37,10,0
WSG84;48.866061726755774;2.5293318348249905,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,419,143,30,31,20,1,36,7300260.2,10944,142,1,0,7,136,0,0,132,24,15,35,49.5,34.5,71,80,61,38,10,1
WSG84;48.866243881804294;2.5320456107300218,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,40,35,6,34,1,0,0,772154,1189,35,0,0,0,0,35,0,0,0,0,3,1,1,0,1,2,16,16,0
WSG84;48.86642597091973;2.5347594048065085,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,679.5,254,48,76,35,209,34,13351421.1,17766,254,0,0,0,253,1,0,0,41,14,53.5,72,53,140,128,71,84,23,0
WSG84;48.86660799410136;2.537473217048129,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,268.5,117,21,44,9,88,20,5671708.2,9382,117,0,0,0,116,0,1,0,17.5,14,23.5,23.5,10,54,44,23,46,13,0
WSG84;48.86697184266037;2.542900896001467,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,1,0,93050,4,1.4,0.1,0.3,0.2,0.9,0.1,102712.2,131.9,0.2,1.2,0.5,0.3,0.4,0.2,0,0,0.3,0.1,0.3,0.3,0.2,0.7,1.1,0.3,0.3,0.4,0
WSG84;48.867517120977595;2.5510425505118905,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,1,0,93050,26,12.5,1,4.8,1,8.7,1,759938.9,1075.6,0,12.5,8.7,1.9,1.9,0,0,0,0,0,0,1.9,1.9,1,7.7,4.8,5.8,2.9,0
WSG84;48.86769874854149;2.553756471611513,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9305093032,207,74,4,14,9,65,3,5307342.3,6217,7,67,28,22,14,10,0,0,11,6,10,15,17,39,39,18,43,9,0
WSG84;48.86788031016661;2.556470410832,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9303293050,254.5,91,16,22,10,68,6,5738919.8,7309,23,68,24,27,21,19,0,0,10,7,20,16.5,25,44,60,28,30,14,0
WSG84;48.86806180585227;2.55918436816703,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889200E3776000,0,0,93032,236.5,83,5,18,11,73,6,6195635.4,7087,5,78,29,29,14,10,1,0,11,5,19,17.5,24,34,54,37,26,9,0
WSG84;48.86824323559772;2.5618983436102774,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889200E3776200,0,0,93032,286,89,9,16,20,59,13,6752712.6,8084,28,61,6,32,32,19,0,24,12,12.5,16,33,25.5,42,74,35,29,6,1
WSG84;48.86842459940227;2.5646123371554146,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889200E3776400,0,0,93032,179,64,4,12,7,58,4,4815113.8,5524,4,60,19,20,14,11,0,0,7,1,11,17,22,26,47,23,15,10,0
WSG84;48.86860589726522;2.567326348796119,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889200E3776600,0,0,9303277108,91,21,4,1,8,8,1,1710951.4,1737,5,16,6,5,1,9,0,8,7,2,11,20,5,20,18,8,0,0,0
WSG84;48.86878712918586;2.57004037852606,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889200E3776800,0,0,7710893032,203.5,76,4,10,6,65,6,5240779.9,6370,13,63,36,23,9,8,0,0,7,7,10,18.5,11,30,38,34,32,16,0
WSG84;48.860139756028644;2.4150952293959285,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,195,86,14,32,8,30,17,4896011.7,6156,84,2,4,20,38,24,0,44,15,5,12,16.5,13.5,40,42,20,22,9,0
WSG84;48.86032468730429;2.4178083328056377,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,428,191,49,70,18,54,23,8725854.3,10825,182,9,55,108,0,28,0,99,11.5,10.5,25,30,24,99,88,56,64,20,0
WSG84;48.86050955267425;2.4205214546545712,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,9300693048,220.5,88,15,24,9,61,15,5077831.7,6085,39,49,51,5,2,29,1,0,15,4,9,9.5,14,58,42,36,21,12,0
WSG84;48.860694352137806;2.4232345949364316,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,1,0,9304893006,145.5,48.4,6.6,13.9,7.4,33.6,5.7,3212599.1,3382.2,9.9,38.5,28.7,4.1,0.8,13.1,1.7,0,6.6,1.6,9.4,14.8,10.7,27,32,17.2,21.3,4.9,0
WSG84;48.8610637533428;2.428660930773673,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,1,0,93048,32,10.6,1.4,3.1,1.6,7.4,1.3,706551,743.8,2.1,8.5,6.3,0.9,0.2,2.9,0.3,0,1.4,0.4,2.1,3.2,2.3,6,7,3.8,4.7,1.1,0
WSG84;48.86124835508281;2.4313741263164386,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,376.5,156,21,58,11,104,20,10341331.5,11649,55,101,111,13,4,27,1,0,21,4,34,40,23.5,61,111,35,32,15,0
WSG84;48.86143289091353;2.4340873402668906,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,355,140,20,43,14,77,23,8891842.2,9912,69,71,80,7,33,17,3,34,16.5,8,24.5,36,27,55,85,43,44,16,0
WSG84;48.86161736083423;2.4368005726187114,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889400E3767000,0,0,93048,689.5,292,52,115,21,78,41,15536776.2,18621,282,10,53,0,228,11,0,152,45,17.5,56,53.5,33.5,164,137,91,72,19,1
WSG84;48.861801764844216;2.4395138233655995,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889400E3767200,0,0,93048,457,196,27,75,11,66,30,10870538.2,11698,181,15,72,35,14,73,2,55,26.5,15.5,28.5,42.5,19,120,109,44,28,24,0
WSG84;48.861986102942744;2.4422270925012386,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889400E3767400,0,0,93048,984,468,101,236,29,117,54,21568316,26457,460,8,51,29,160,228,0,259,41,26.5,71.5,67,70,261,183,92,104,28,40
WSG84;48.86217037512911;2.4449403800193177,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889400E3767600,0,0,93048,342,128,17,33,17,42,30,7818987.7,8315,120,8,29,2,22,74,1,56,17.5,8.5,34,39,25,85,77,36,14,6,0
WSG84;48.8623545814026;2.447653685913527,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889400E3767800,0,0,93048,634.5,265,25,100,25,173,31,16755933.6,16134,239,26,71,16,17,161,0,26,51.5,20,45.5,54,34.5,168,146,58,38,12,7
WSG84;48.86253872176247;2.4503670101775517,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,390,179,34,70,12,96,25,8975979.8,10969,166,13,13,66,64,30,6,34,18,15.5,21.5,23.5,16.5,97,75,39,59,16,9
WSG84;48.86272279620801;2.4530803528050846,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,453.5,162,38,58,23,45,18,8612265.6,9639,153,9,44,10,29,77,2,83,29,21.5,43,53.5,22.5,99,94,55,22,8,6
WSG84;48.86290680473852;2.455793713789807,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,18,5.6,1.2,0.5,1.4,3.2,1,406010.2,430.7,1.5,4.1,3.6,0.9,0.4,0.7,0,0,1.3,1,1.7,0.9,1.5,2.8,4.5,2.3,1.4,0.6,0
WSG84;48.86327462405155;2.46122049080558,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,9,2.8,0.6,0.3,0.7,1.6,0.5,203005.1,215.4,0.8,2,1.8,0.4,0.2,0.4,0,0,0.7,0.5,0.8,0.5,0.7,1.4,2.2,1.2,0.7,0.3,0
WSG84;48.8636421796958;2.4666473411743643,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,93048,710,259,81,93,43,13,52,11309158.9,17201,245,14,6,4,246,3,0,242,28.5,22,57,73,49.5,108,135,83,90,43,21
WSG84;48.86437649995502;2.4775012617688956,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889400E3770000,0,0,93048,2014,600,226,173,123,1,138,28874038.8,34722,598,2,1,564,34,0,1,598,115.5,75,187,271,111.5,325,365,203,195,46,120
WSG84;48.864559915217875;2.4802147876842264,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889400E3770200,0,0,9304893064,328.5,129,13,40,15,95,19,7439547.8,8296,109,20,29,97,1,2,0,0,24,11,23.5,33,16,73,61,43,30,14,0
WSG84;48.86474326455851;2.4829283318936053,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889400E3770400,0,0,93064,160,63,10,15,5,53,7,3922519.8,5734,11,52,34,12,6,11,0,0,3,2,6,17.5,14.5,23,33,17,34,10,0
WSG84;48.864926547976225;2.4856418943907124,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889400E3770600,0,0,93064,430.5,187,20,67,12,88,20,10822529.8,11956,160,27,27,2,8,150,0,0,54,18.5,30.5,18.5,15,190,57,27,16,4,0
WSG84;48.865109765470315;2.488355475169236,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889400E3770800,0,0,93064,283.5,133,19,60,9,81,10,7640454.6,8650,82,51,33,14,78,8,0,0,17,3,16.5,20,20,61,69,30,39,8,0
WSG84;48.865292917040044;2.491069074222853,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889400E3771000,0,0,93064,479.5,199,53,75,21,52,32,10151720.9,11220,175,24,19,129,0,51,0,82,43,21,41,40,31.5,130,106,25,33,9,0
WSG84;48.86547600268469;2.49378269154525,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889400E3771200,0,0,93064,577,247,64,95,20,69,46,11528721.7,13825,192,55,85,110,40,12,0,104,29,22,46,58,33,145,116,59,47,22,0
WSG84;48.865659022403555;2.4964963271301106,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889400E3771400,0,0,93064,463,155,48,38,33,29,35,8056575.1,9849,132,23,9,121,16,9,0,0,24.5,17,38.5,60,51,73,92,49,37,13,8
WSG84;48.865841976195924;2.4992099809711132,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889400E3771600,0,0,9306493049,1324,498,147,154,67,65,123,22975089.5,30704,470,28,39,404,54,1,0,16,54,34.5,109.5,149.5,91.5,245,258,187,143,39,13
WSG84;48.86602486406108;2.501923653061937,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889400E3771800,0,0,93049,235,98,5,25,4,73,9,6664945.3,7915,43,55,58,33,5,2,0,0,11,5.5,16,11.5,18,36,45,38,32,22,0
WSG84;48.866207685998305;2.504637343396271,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,209.5,82,6,21,4,61,12,6096611.4,7059,24,58,64,4,7,7,0,0,8,12,24,16.5,7,43,43,21,26,9,0
WSG84;48.866390442006896;2.507351051967788,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,1,0,93049,4,1,0.1,0,0.4,0.8,0.2,100182.6,122.2,0.2,0.8,0.4,0.3,0,0.3,0,0,0.1,0.2,0.4,0.7,0.3,0.5,1.1,0.3,0.3,0.1,0
WSG84;48.8665731320861;2.510064778770176,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,1,0,93049,5,1.3,0.1,0,0.5,1,0.2,125228.3,152.7,0.2,1.1,0.5,0.4,0,0.4,0,0,0.1,0.3,0.6,0.9,0.4,0.6,1.3,0.3,0.4,0.1,0
WSG84;48.867485593516975;2.5236336860239,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,1,0,93050,29,11.4,1,3.6,1,6.2,0.5,792713.3,1152.2,3.1,8.3,3.6,0.5,4.7,2.6,0,0.5,1,0,0.8,1.3,1,5.2,6.7,6.7,4.7,1.6,0
WSG84;48.86766788800511;2.526347522078758,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,181,56,6,7,15,47,4,4246801.3,5318,2,54,15,22,9,10,0,0,2,2,8,25,21,20,50,28,21,4,0
WSG84;48.867850116558905;2.5290613763202345,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,513,221,28,84,22,109,35,10834494.2,13510,197,24,10,18,103,90,0,57,22,23,33,41,36,157,97,55,41,8,0
WSG84;48.86803227917763;2.531775248742011,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,467.5,188,30,62,23,157,16,9672922.8,14148,188,0,0,0,188,0,0,0,32.5,13,35.5,38.5,19,91,94,51,63,30,0
WSG84;48.86821437586061;2.534489139337762,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,119,55,2,23,5,39,8,2830784.5,3106,55,0,0,8,0,47,0,0,10,6,9,7,4,51,25,3,3,1,0
WSG84;48.86839640660709;2.537203048101164,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,9305093032,308,117,17,38,12,89,15,6373647.5,7673,112,5,4,19,1,93,0,18,30,10,22,25,19,104,61,11,17,2,7
WSG84;48.868578371416405;2.5399169750258954,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,1,0,9305093032,26,9.1,0.9,1.7,1.3,5.6,0.9,667629.3,857.1,1.3,7.8,3.5,2.2,2.6,0.8,0,0,2.2,0.4,1.7,2.2,1.3,4.8,7.4,1.7,1.7,2.6,0
WSG84;48.86876027028783;2.5426309201056325,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,1,0,93050,5,1.8,0.2,0.3,0.2,1.1,0.2,128390.3,164.8,0.3,1.5,0.7,0.4,0.5,0.2,0,0,0.4,0.1,0.3,0.4,0.3,0.9,1.4,0.3,0.4,0.5,0
WSG84;48.869305571267596;2.5507728642116283,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93050,116,43,2,11,5,31,4,3056871.7,3596,8,35,23,8,6,6,0,0,5.5,4.5,6.5,3.5,11,17,24,29,11,4,0
WSG84;48.86948720638031;2.553486881848143,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9303293050,262,95,8,21,12,72,11,6236268.8,7701,28,67,40,28,19,7,1,0,15,4,17,18,17,55,46,31,45,14,0
WSG84;48.8696687755516;2.5562009176080336,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93032,190.5,77,2,20,6,65,6,5164221.5,6683,4,73,38,16,14,9,0,0,10,11,11.5,5.5,12.5,41,37,20,24,18,0
WSG84;48.869850278780746;2.5589149714849855,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889400E3776000,0,0,93032,253.5,90,8,23,13,73,5,6303134.7,7734,14,76,37,24,13,16,0,0,15,3,10,19.5,32,50,54,29,26,15,0
WSG84;48.87003171606701;2.5616290434726645,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889400E3776200,0,0,93032,187.5,75,6,18,3,67,6,4938871.3,6212,5,70,24,24,14,13,0,0,6,3,9,18.5,10,32,41,27,32,9,0
WSG84;48.870213087409695;2.564343133564743,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889400E3776400,0,0,93032,247,81,9,16,18,69,8,6661891.2,6674,13,68,25,30,14,12,0,0,8,13,19,20,22,46,55,30,25,9,0
WSG84;48.87039439280812;2.5670572417549047,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889400E3776600,0,0,9303277108,1075,366,98,102,76,33,68,17948625.5,24180,314,52,5,28,189,83,61,259,55.5,45,93.5,138,74,214,196,125,99,35,0
WSG84;48.86192782324273;2.4148206944741766,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,117,55,15,25,2,26,3,2288934.5,2682,55,0,16,39,0,0,0,5,14,2,1,2,4,36,17,9,26,6,0
WSG84;48.86211276220144;2.417533894302533,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,1737,757,191,335,77,7,95,32093544.8,44694,754,3,7,189,353,147,61,536,90,57,118.5,147.5,147,408,297,166,193,90,23
WSG84;48.86229763525178;2.4202471125726723,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,1169.5,447,105,145,69,211,47,23108048.6,29286,400,47,47,14,245,138,3,98,60.5,29.5,65.5,99,75,272,253,155,115,45,0
WSG84;48.86248244239305;2.4229603492782896,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,9300693048,386.5,173,37,65,10,115,15,8612465.8,10796,142,31,29,3,133,8,0,0,17,6,22.5,24,29,83,88,70,43,4,0
WSG84;48.86285185894549;2.4283868779707243,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,9304893006,1942,667,227,151,111,461,59,34911332.2,46782,667,0,0,0,653,13,1,13,89,38,121.5,199.5,134,420,453,223,201,62,1
WSG84;48.8630364683552;2.431100169944915,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,142.5,68,7,30,5,52,7,3992447.5,4463,39,29,28,6,34,0,0,0,5,7,9,5,10.5,20,42,21,13,9,1
WSG84;48.863221011852964;2.433813480329347,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,1598,664,192,275,63,150,120,28638034.9,35142,641,23,25,536,41,62,0,417,116.5,55,144.5,135,81,353,362,161,112,43,35
WSG84;48.86340548943805;2.436526809117703,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889600E3767000,0,0,93048,858.5,403,42,178,21,177,54,22388672.4,23422,369,34,111,53,67,168,4,35,61.5,24,48.5,58.5,44,286,171,62,55,33,15
WSG84;48.86358990110974;2.4392401563036716,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889600E3767200,0,0,93048,972.5,373,82,148,50,67,70,18868765,22653,357,16,48,216,44,65,0,252,48,26,90,120.5,57,185,192,99,100,33,22
WSG84;48.86377424686731;2.441953521880948,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889600E3767400,0,0,93048,859.5,458,93,255,17,186,49,18097879.3,19221,448,10,295,127,0,35,1,35,35.5,16,42,53.5,46.5,249,187,97,75,41,17
WSG84;48.86395852671005;2.444666905843213,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889600E3767600,0,0,93048,593,297,37,140,14,172,28,14931708.3,16972,280,17,82,86,111,18,0,6,27.5,14,32,35.5,33,161,105,70,68,47,0
WSG84;48.86414274063725;2.4473803081841554,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889600E3767800,0,0,93048,333,129,11,45,13,66,17,8728288.1,9546,95,34,38,18,17,55,1,33,22.5,10,20.5,26.5,23.5,85,82,40,19,4,0
WSG84;48.864326888648165;2.4500937288974654,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,326,157,22,68,7,92,18,8125357,10063,113,44,84,33,22,18,0,0,17,8.5,10,30.5,18,87,67,40,39,9,0
WSG84;48.86451097074206;2.452807167976825,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,244.5,84,21,19,10,30,16,5414694.4,6446,52,32,13,35,3,33,0,37,13.5,11.5,16,35.5,18,32,60,36,18,4,0
WSG84;48.86469498691827;2.4555206254159234,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,15.5,4.9,1,0.4,1.2,2.8,0.9,349619.9,370.9,1.3,3.6,3.1,0.8,0.3,0.7,0,0,1.2,0.8,1.4,0.8,1.3,2.4,3.9,2,1.2,0.5,0
WSG84;48.864878937176044;2.458234101208451,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,13,4.1,0.8,0.4,1,2.3,0.7,293229.6,311.1,1.1,3,2.6,0.6,0.3,0.6,0,0,1,0.7,1.2,0.6,1.1,2,3.2,1.7,1,0.5,0
WSG84;48.86506282151469;2.460947595348086,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,31,9.7,2,0.9,2.4,5.5,1.8,699239.8,741.8,2.6,7.1,6.2,1.5,0.7,1.3,0,0,2.3,1.7,2.9,1.5,2.5,4.9,7.7,4,2.4,1.1,0
WSG84;48.86524663993344;2.4636611078285218,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,1,0,93048,11,3.8,0,0.7,0.7,2.8,0.7,270969.4,350.6,0.7,3.1,1,2.4,0.4,0,0,0,0,0,0.5,1.6,1,1.4,3.1,1.7,1.4,0.3,0
WSG84;48.86543039243165;2.466374638643437,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,93048,338.5,111,13,26,18,84,12,8522150.9,9161,27,84,35,31,7,38,0,7,19,11,21.5,41,26,51,80,43,40,6,0
WSG84;48.86561407900853;2.469088187786519,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,93048,90,37,9,9,4,21,7,2046871.8,2779,23,14,8,17,0,11,1,0,6,1,8,7,4,20,19,13,10,2,0
WSG84;48.86579769966341;2.471801755251451,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,1,0,9304893064,21,7.2,0,1.3,1.3,5.2,1.3,517305.1,669.4,1.3,5.9,2,4.6,0.6,0,0,0,0,0,1,2.9,2,2.6,5.9,3.3,2.6,0.7,0
WSG84;48.86598125439554;2.474515341031918,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,9304893064,290,144,20,80,9,48,14,6604783,7717,99,45,9,41,86,8,0,75,11,5,16,20,16,68,51,23,51,29,0
WSG84;48.86616474320424;2.477228945121603,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889600E3770000,0,0,9304893064,209.5,107,19,58,7,51,8,5036699.5,6180,63,44,17,23,51,16,0,45,6,4,4,17.5,15,25,31,27,56,24,0
WSG84;48.86634816608876;2.479942567514194,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889600E3770200,0,0,9306493048,161,64,6,12,4,57,9,4328507.5,5652,7,57,29,22,8,5,0,0,6,1,6,17,13,26,25,30,26,11,0
WSG84;48.866531523048415;2.482656208203366,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889600E3770400,0,0,93064,288,110,9,36,14,77,13,7209916.8,8181,48,62,88,6,0,16,0,0,20,6,20.5,23.5,29,59,67,34,23,6,0
WSG84;48.86671481408244;2.485369867182808,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889600E3770600,0,0,93064,258,106,16,29,6,34,20,6110491.6,7325,74,32,30,2,11,62,1,53,26,8.5,25.5,20,15,74,49,14,21,5,0
WSG84;48.8668980391902;2.488083544446201,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889600E3770800,0,0,93064,207,71,0,6,7,61,4,6543164.9,7056,7,64,50,11,2,8,0,0,6,4,11,17.5,23.5,25,44,35,25,16,0
WSG84;48.867081198370904;2.4907972399872222,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889600E3771000,0,0,93064,414.5,176,11,52,12,119,23,11470329.8,11976,120,56,65,21,6,84,0,0,24,20,26.5,26,32,105,74,58,36,13,0
WSG84;48.867264291623876;2.493510953799559,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889600E3771200,0,0,93064,252,99,15,21,5,64,11,6426093.6,6765,40,59,48,15,3,33,0,0,13,8.5,21.5,22,14,59,59,26,18,11,0
WSG84;48.8674473189484;2.496224685876892,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889600E3771400,0,0,93064,83,30,6,8,4,13,6,1796039.8,1877,14,16,4,18,6,2,0,0,6,2,11,14,4,13,19,8,4,2,0
WSG84;48.86763028034374;2.498938436212902,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889600E3771600,0,0,9306493049,533.5,190,52,47,31,31,48,9313346,12054,156,34,15,164,9,2,0,0,34,14,48,61.5,46,97,109,66,43,15,0
WSG84;48.867813175809204;2.5016522048012684,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889600E3771800,0,0,93049,213.5,69,2,6,7,66,6,7046397.1,7319,2,67,31,22,7,9,0,0,4,5,15.5,24,26,24,52,43,14,6,0
WSG84;48.867996005344054;2.5043659916356718,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,199.5,68,3,12,11,52,9,5633503.6,6566,19,49,38,11,4,15,0,0,7,3,15,20.5,26,23,51,30,18,6,0
